"Time","{SessionName=""session_2024-05-29_21-18-43_565204_54800"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 21:19:00,36.6
2024-05-29 21:19:15,71.8
2024-05-29 21:19:30,80.5
2024-05-29 21:19:45,79.3
2024-05-29 21:20:00,79.7
2024-05-29 21:20:15,71.9
2024-05-29 21:20:30,71.5
