"Time","{Component=""core_worker"", Experiment=""sync checkpointing"", NodeAddress=""127.0.0.1"", SessionName=""session_2024-05-29_22-19-28_346255_73257"", Version=""2.22.0"", WorkerId=""a3cb5456674d41760657d5a4d431ea9f452b227b355cd3c55534c612"", __name__=""ray_training_loss"", instance=""127.0.0.1:8081"", job=""ray""}"
2024-05-29 22:20:00,1.99
2024-05-29 22:20:15,2.29
2024-05-29 22:20:30,0.984
2024-05-29 22:20:45,0.705
2024-05-29 22:21:00,0.939
2024-05-29 22:21:15,0.562
