"Time","{SessionName=""session_2024-05-29_22-42-44_768927_80068"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 22:43:00,31.2
2024-05-29 22:43:15,33.9
2024-05-29 22:43:30,33.6
2024-05-29 22:43:45,32.8
2024-05-29 22:44:00,32.4
2024-05-29 22:44:15,33.8
2024-05-29 22:44:30,34.6
2024-05-29 22:44:45,34.6
