"Time","{Component=""raylet"", NodeAddress=""127.0.0.1"", SessionName=""session_2024-05-29_21-53-18_847270_65035"", Version=""2.22.0"", __name__=""ray_object_store_used_memory"", instance=""127.0.0.1:8081"", job=""ray""}"
2024-05-29 21:53:45,0
2024-05-29 21:54:00,72364151
2024-05-29 21:54:15,61643655
2024-05-29 21:54:30,64322976
2024-05-29 21:54:45,80403720
2024-05-29 21:55:00,64322976
2024-05-29 21:55:15,61643655
