"Time","{SessionName=""session_2024-05-29_21-53-18_847270_65035"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 21:53:30,43.4
2024-05-29 21:53:45,44.3
2024-05-29 21:54:00,48.2
2024-05-29 21:54:15,48.1
2024-05-29 21:54:30,47
2024-05-29 21:54:45,46.8
2024-05-29 21:55:00,54.4
2024-05-29 21:55:15,59.1
