"Time","{Component=""core_worker"", Experiment=""sync control"", NodeAddress=""127.0.0.1"", SessionName=""session_2024-05-29_21-53-18_847270_65035"", Version=""2.22.0"", WorkerId=""da5c6fafd2eb3df8a32ed61063b6b90fe87b5a827dad7512349df9c2"", __name__=""ray_training_loss"", instance=""127.0.0.1:8081"", job=""ray""}"
2024-05-29 21:54:00,1.99
2024-05-29 21:54:15,1.06
2024-05-29 21:54:30,0.771
2024-05-29 21:54:45,0.552
2024-05-29 21:55:00,0.764
2024-05-29 21:55:15,0.552
