"Time","{SessionName=""session_2024-05-29_23-14-35_137039_89181"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 23:15:00,45.3
2024-05-29 23:15:15,37.2
2024-05-29 23:15:30,45.3
2024-05-29 23:15:45,40.8
2024-05-29 23:16:00,43.6
2024-05-29 23:16:15,34.6
2024-05-29 23:16:30,35.1
2024-05-29 23:16:45,36.4
