"Time","{SessionName=""session_2024-05-29_21-59-29_121202_66906"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 21:59:45,51.4
2024-05-29 22:00:00,49.2
2024-05-29 22:00:15,50.9
2024-05-29 22:00:30,50.9
2024-05-29 22:00:45,49.7
2024-05-29 22:01:00,50.1
2024-05-29 22:01:15,58.9
