"Time","{SessionName=""session_2024-05-29_21-40-17_376307_60965"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 21:40:30,46.6
2024-05-29 21:40:45,56.2
2024-05-29 21:41:00,49
2024-05-29 21:41:15,42.3
2024-05-29 21:41:30,73.4
2024-05-29 21:41:45,72.8
2024-05-29 21:42:00,72
2024-05-29 21:42:15,72.3
