"Time","{SessionName=""session_2024-05-29_22-26-19_790815_75112"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 22:26:30,49.6
2024-05-29 22:26:45,35
2024-05-29 22:27:00,20.6
2024-05-29 22:27:15,31.3
2024-05-29 22:27:30,31
2024-05-29 22:27:45,30.3
2024-05-29 22:28:00,30.5
