"Time","{SessionName=""session_2024-05-29_22-38-55_919000_79029"", __name__=""ray_node_cpu_utilization"", instance=""127.0.0.1:8081"", ip=""127.0.0.1"", job=""ray""}"
2024-05-29 22:39:15,35.7
2024-05-29 22:39:30,38.6
2024-05-29 22:39:45,30.5
2024-05-29 22:40:00,37.1
2024-05-29 22:40:15,32.5
2024-05-29 22:40:30,31.9
2024-05-29 22:40:45,29.4
